Zeitraum;Typ;Artikelnummer;Artikelname;Bauteilnummer;Bauteilname;Bauteilabhaengigkeiten Nummer;Bauteilabhaengigkeiten Name;Prozentualer Anteil [%]
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03892;"Griffschale - links; Spritzgussteil         MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03893;"Griffschale - rechts; Spritzgussteil              MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04137;"Knickschutztülle 9-11; 5200 2020    MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04457;Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04250;"Kabel vorkonfektioniert; 115V 3x1,5mm² 5m lg.        MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05999;Circlip A   17 x 1;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07425;Lüfterfilter 40x40 mm;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07425;Lüfterfilter 40x40 mm;K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06117;"Schweißschuh MM; 67.0120FF-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04945;"Lüftereinheit Antrieb; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K05538;"Schneidkopf 18-9; MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04258;"Frontfolie; Tasten für Regler MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K06117;"Schweißschuh MM; 67.0120FF-32-20-M";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K03889;"Heizspirale; 18x125                      MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04737;Rubber connector;69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04361;"Rillenkugellager; 6003 2RS C3 FT150";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04808B;Temperature control 230 V / 250W   MM;69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07286;"Halter-Motorlüfter; MM, 30mm";77
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07287;"Runddichtring; 55  x 3";77
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07311;"Lüftereinheit Antrieb MM; vormontiert";77
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07292;"Axiallüfter; 40 x 40 x 28 MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04318;Heating complete, 230 V / 2300 W;62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K03890;"Drive unit; 40 / 42 MM";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K03892;"Griffschale - links; Spritzgussteil         MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04945;"Lüftereinheit Antrieb; vormontiert";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04945;"Lüftereinheit Antrieb; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04945;"Lüftereinheit Antrieb; vormontiert";K07286;"Halter-Motorlüfter; MM, 30mm";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04945;"Lüftereinheit Antrieb; vormontiert";K07287;"Runddichtring; 55  x 3";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04945;"Lüftereinheit Antrieb; vormontiert";K07311;"Lüftereinheit Antrieb MM; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04946;Fan guard, controller  MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K04808B;Temperature control 230 V / 250W   MM;62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K07286;"Halter-Motorlüfter; MM, 30mm";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K07287;"Runddichtring; 55  x 3";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K07311;"Lüftereinheit Antrieb MM; vormontiert";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05539;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K02669;"Axialrillenkugellager; 51203";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04945;"Lüftereinheit Antrieb; vormontiert";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04946;Fan guard, controller  MM;85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05538;"Schneidkopf 18-9; MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05539;"Einzugshülse V; MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03960;"Nilos-Ring; 6003 Z AV                   MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03883;Nozzle 40-6                        MM;85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03894;"Axiallüfter; 40 x 40 x 25                MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04258;"Frontfolie; Tasten für Regler MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04259;"Frontfolie Display; für Regler  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05540;"Einzugshülse V; MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06058;"Lüfterabdeckung mit Filter ;  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06117;"Schweißschuh MM; 67.0120FF-32-20-M";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03889;"Heizspirale; 18x125                      MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04737;Rubber connector;85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03482;"Senkschraube; DIN 7991, M 4 x  12";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04808B;Temperature control 230 V / 250W   MM;85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07286;"Halter-Motorlüfter; MM, 30mm";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07287;"Runddichtring; 55  x 3";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07311;"Lüftereinheit Antrieb MM; vormontiert";100
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07292;"Axiallüfter; 40 x 40 x 28 MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04318;Heating complete, 230 V / 2300 W;85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03890;"Drive unit; 40 / 42 MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03892;"Griffschale - links; Spritzgussteil         MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05999;Circlip A   17 x 1;85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03960;"Nilos-Ring; 6003 Z AV                   MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03883;Nozzle 40-6                        MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03894;"Axiallüfter; 40 x 40 x 25                MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04258;"Frontfolie; Tasten für Regler MM";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04258;"Frontfolie; Tasten für Regler MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04259;"Frontfolie Display; für Regler  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05540;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05540;"Einzugshülse V; MM";K07311;"Lüftereinheit Antrieb MM; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06058;"Lüfterabdeckung mit Filter ;  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06117;"Schweißschuh MM; 67.0120FF-32-20-M";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06117;"Schweißschuh MM; 67.0120FF-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03889;"Heizspirale; 18x125                      MM";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03889;"Heizspirale; 18x125                      MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04737;Rubber connector;K02669;"Axialrillenkugellager; 51203";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04737;Rubber connector;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K07286;"Halter-Motorlüfter; MM, 30mm";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K07287;"Runddichtring; 55  x 3";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03482;"Senkschraube; DIN 7991, M 4 x  12";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04808B;Temperature control 230 V / 250W   MM;K02669;"Axialrillenkugellager; 51203";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04808B;Temperature control 230 V / 250W   MM;K05538;"Schneidkopf 18-9; MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04808B;Temperature control 230 V / 250W   MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04808B;Temperature control 230 V / 250W   MM;K07311;"Lüftereinheit Antrieb MM; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K02669;"Axialrillenkugellager; 51203";77
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K04945;"Lüftereinheit Antrieb; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K05538;"Schneidkopf 18-9; MM";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K02669;"Axialrillenkugellager; 51203";77
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K04945;"Lüftereinheit Antrieb; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K05538;"Schneidkopf 18-9; MM";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K04361;"Rillenkugellager; 6003 2RS C3 FT150";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K02669;"Axialrillenkugellager; 51203";77
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K04945;"Lüftereinheit Antrieb; vormontiert";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K05538;"Schneidkopf 18-9; MM";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";100
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K05540;"Einzugshülse V; MM";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K04808B;Temperature control 230 V / 250W   MM;62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07292;"Axiallüfter; 40 x 40 x 28 MM";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07292;"Axiallüfter; 40 x 40 x 28 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04318;Heating complete, 230 V / 2300 W;K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04318;Heating complete, 230 V / 2300 W;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03890;"Drive unit; 40 / 42 MM";K02669;"Axialrillenkugellager; 51203";69
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03890;"Drive unit; 40 / 42 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";92
01.06.2017-31.12.2021;MM;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03892;"Griffschale - links; Spritzgussteil         MM";K02669;"Axialrillenkugellager; 51203";62
